Date,Temperature_C,Weather,Observer,Recorder,Start_Time,End_Time,Stimulus_ID,Stimulus_Mass,Stimulus_SVL,Stimulus_TL,Stimulus_Tail_broken,Stimulus_Sex,F_morph,number_nonfocals,Focal_ID,Focal_Species,Focal_Species_Code,Focal_Mass,Focal_SVL,Focal_TL,Focal_Tail_broken,Focal_Sex,Focal_F_morph,Focal_Headbob_Pushup,Focal_number_headbob_pushups,Focal_HB_PU_Latency,Focal_Dewlap_extension,Focal_number_dewlap_extensions,Focal_DE_Latency,Focal_Approach,Focal_Approach_Latency,Focal_Flee,Focal_Flee_Latency,Focal_Bite,Focal_Bite_Latency,Focal_Crest_Erection,Focal_Crest_Erection_Latency,Focal_Crest_Latency,Focal_Changed_Color,Focal_ColorChange_Latency,Focal_Eat,Focal_Taste_Substrate,Focal_Retreat,Retreat_Latency,Stim_F_morph,Stim_Headbob_Pushup,Stim_number_head_bob_pushups,Stim_HBPU_Latency,Stim_Dewlap_extension,Stim_number_dewlap_extensions,Stim_Dewlap_Latency,Stim_Approach,Stim_Approach_Latency,Stim_Flee,Stim_Flee_Latency,Stim_Bite,Stim_Bite_Latency,Stim_Crest_Erection,Stim_Crest_Erection_Latency,Stim_Color_Change,Stim_ColorChange_Latency,Stim_Eat,Stim_Taste_Substrate,Trial.Time
4/1/21,30,Mostly Cloudy,JF,MM,1642,1651,AnsaS56,4.4,57,166,Y,M,,3,MJAnsaF13,Anolis sagrei,Ansa,,,,,,,Y,5,164,N,,,Y,337,Y,585,N,,N,,,N,,N,N,,,,Y,2,326,Y,8,26,N,,N,,N,,N,,Y,180,N,N,9
4/1/21,28.9,Light Drizzle/Cloudy,WA,GS,1654,1656,AnsaS57,3.4,51,158,Y,M,,0,GWAndiF11,Anolis distichus,Andi,,,,,M,,Y,1,33,N,,,N,,Y,100,N,,N,,,N,,N,N,,,,Y,1,80,Y,1,33,Y,15,N,,N,,N,,N,,N,N,2
4/1/21,28.9,Light Drizzle/Cloudy,WA,GS,1643,1646,AnsaS57,3.4,51,158,Y,M,,0,GWAnsaF11,Anolis sagrei,Ansa,,,,,M,,N,,,N,,,Y,136,N,,Y,138,N,,,N,,N,Y,,,,N,,,Y,1,137,Y,136,N,,N,,N,,N,,N,N,3
4/1/21,30,Mostly Cloudy,SR,AA,1633,1633,AnsaS58,4.5,62,148,N,M,,0,ASAndiF12,Anolis distichus,Andi,,,,,M,,N,,,N,,,N,,Y,0,N,,N,,,N,,N,N,,,,N,,,N,,,N,,N,,N,,N,,N,,N,N,0
4/1/21,30,Mostly Cloudly,CQ,AM,1720,,AnsaS58,4.5,62,148,N,M,,0,CAAndiF12,Anolis distichus,Andi,,,,,M,,Y,1,140,Y,8,19,Y,164,Y,184,N,,N,,,N,,N,N,Y,15,,N,,,N,,,Y,83,N,,N,,N,,Y,135,N,N,
4/1/21,30,Mostly Cloudy,SR,AA,1635,1635,AnsaS58,4.5,62,148,N,M,,0,ASAnsaF12,Anolis sagrei,Ansa,,,,,M,,N,,,N,,,N,,Y,0,N,,N,,,N,,N,N,,,,N,,,N,,,N,,N,,N,,N,,N,,N,N,0
4/1/21,30,Mostly Cloudly,CQ,AM,1707,,AnsaS58,4.5,62,148,N,M,,0,CAAnsaF12,Anolis sagrei,Ansa,,,,,M,,Y,1,38,N,,,Y,31,Y,70,N,,N,,,N,,N,N,Y,36,,N,,,N,,,N,,N,,N,,N,,N,,N,N,
4/1/21,28.9,Raining,SR,AA,1712,1713,AnsaS59,3.8,54,140,N,M,,0,ASAndiF14,Anolis distichus,Andi,,,,,,,N,,,N,,,N,,Y,65,N,,N,,,N,,N,N,,,,N,,,N,,,N,,N,,N,,N,,N,,N,N,1
4/1/21,28.9,Raining,SR,AA,1715,1718,AnsaS59,3.8,54,140,N,M,,0,ASAnsaF14,Anolis sagrei,Ansa,,,,,M,,Y,3,96,Y,2,50,Y,15,N,,Y,190,N,,,Y,77,N,N,,,,N,,,Y,2,96,Y,96,N,,N,,N,,N,,N,N,3
3/18/21,28.3,Sunny/Partly cloudy,JF,MM,1640,1640,AnsaS6,3.8,54,151,N,M,,0,MJAndiF2,Anolis distichus,Andi,2.1,42,99,N,F,,Y,2,0,N,,,N,,Y,20,N,,N,,,N,,N,N,,,,N,,,N,,,N,,N,,N,,N,,N,,N,N,0
3/18/21,28.3,Sunny/Partly cloudy,JF,MM,1643,1644,AnsaS6,3.8,54,151,N,M,,3,MJAndiF3,Anolis distichus,Andi,,,,,M,,N,,,Y,1,5,N,,Y,98,N,,N,,,N,,N,N,,,,N,,,N,,,N,,N,,N,,N,,N,,N,N,1
3/18/21,28.3,Sunny/Partly cloudy,JF,MM,1620,1630,AnsaS6,3.8,54,151,N,M,,0,MJAnsaF2,Anolis sagrei,Ansa,,,,,,,Y,3,330,N,,,N,,Y,560,N,,N,,,N,,N,N,,,,Y,11,94,N,,,N,,Y,415,N,,N,,Y,310,N,N,10
4/1/21,28.9,Light Drizzle/Cloudy,JF,MM,1741,1741,AnsaS60,1.1,38,98,Y,F,ML,0,MJAndiF15,Anolis distichus,Andi,,,,,M,,N,,,Y,1,5,N,,N,,Y,30,N,,,N,,N,N,,,,Y,2,14,N,,,Y,20,N,,N,,N,,N,,N,N,0
4/1/21,28.9,Light Drizzle/Cloudy,JF,MM,1739,1740,AnsaS60,1.1,38,98,Y,F,ML,0,MJAnsaF15,Anolis sagrei,Ansa,,,,,,,Y,1,4,N,,,Y,6,Y,54,N,,N,,,N,,N,N,,,,N,,,N,,,N,,N,,N,,N,,N,,N,N,1
